ts,channel,type,subtype,user_id,user_name,user_email,team,text,reply_count,reply_users,reply_ts,parent_ts,reactions_count
1576909543.056500,channel,message,N/A,URJNMU3A5,user_name,user_email,TRUKBGCHW,Getting jdbcconnectionexception while using the access code,4,"['URWCKPER3', 'URXPYB5FW', 'URJNMU3A5', 'URZ75FMJB']","['1576909695.056600', '1576909788.056800', '1576909861.057000', '1576910127.057500']",1576909543.056500,0
